N,radius,distance,ratio,density,,id,circlecount,size (radius),time (ns),overlap (square units),nancount,Time,,Difference,Increase
294,0.05363009208,0.1133385405,18.64624805,0.8455989124,,Packomania Equal (294),294,18.96060504,40257342,1.41E-20,0,0s:40ms,,0.3143569873,1.69%
295,0.05360430661,0.1132809606,18.65521752,0.8476593978,,Packomania Equal (295),295,18.98816179,39018295,2.02E-20,0,0s:39ms,,0.3329442655,1.78%
296,0.05346174597,0.1129626737,18.70496337,0.8460148516,,Packomania Equal (296),296,19.00045724,40406208,1.42E-20,0,0s:40ms,,0.2954938732,1.58%
297,0.05338728015,0.1127964563,18.73105349,0.8465098996,,Packomania Equal (297),297,19.01733033,41611253,2.07E-20,0,0s:41ms,,0.2862768401,1.53%
298,0.05330622484,0.11261556,18.75953518,0.8467829748,,Packomania Equal (298),298,19.03256314,39750754,2.09E-20,0,0s:39ms,,0.2730279623,1.46%
299,0.05323032797,0.1124462043,18.7862829,0.847206877,,Packomania Equal (299),299,19.03256314,40435248,2.11E-20,0,0s:40ms,,0.2462802412,1.31%
300,0.05315308523,0.1122738732,18.81358336,0.8475751408,,Packomania Equal (300),300,19.08109305,42409667,1.44E-20,0,0s:42ms,,0.2675096873,1.42%
301,0.05306734769,0.1120826229,18.84397927,0.8476591607,,Packomania Equal (301),301,19.12740669,40043378,2.13E-20,0,0s:40ms,,0.2834274119,1.50%
302,0.05292214111,0.111758797,18.89568296,0.8458274118,,Packomania Equal (302),302,19.13265472,39884812,1.44E-20,0,0s:39ms,,0.2369717562,1.25%
303,0.05280866554,0.1115058038,18.93628611,0.8449928124,,Packomania Equal (303),303,19.14688783,40138037,2.14E-20,0,0s:40ms,,0.2106017182,1.11%
304,0.05270556874,0.1112760025,18.97332718,0.8444746007,,Packomania Equal (304),304,19.14688783,40686048,1.56E-20,0,0s:40ms,,0.1735606490,0.91%
305,0.05260137763,0.1110438128,19.01090894,0.8439060031,,Packomania Equal (305),305,19.2032964,40969582,1.56E-20,0,0s:40ms,,0.1923874683,1.01%
306,0.05254013306,0.1109073532,19.03306942,0.844702468,,Packomania Equal (306),306,19.2032964,40845689,1.56E-20,0,0s:40ms,,0.1702269808,0.89%
307,0.05245521457,0.1107181748,19.0638816,0.8447257075,,Packomania Equal (307),307,19.33030278,41616183,1.56E-20,0,0s:41ms,,0.2664211780,1.40%
308,0.05229665958,0.1103650422,19.1216802,0.8423617058,,Packomania Equal (308),308,19.33030278,41749412,2.14E-20,0,0s:41ms,,0.2086225803,1.09%
309,0.05222818702,0.1102125771,19.14674924,0.8428851074,,Packomania Equal (309),309,19.33030278,42797914,2.15E-20,0,0s:42ms,,0.1835535413,0.96%
310,0.05212443708,0.1099816033,19.18485946,0.8422566517,,Packomania Equal (310),310,19.33030278,42882518,2.17E-20,0,0s:42ms,,0.1454433166,0.76%
311,0.05205246404,0.1098214027,19.21138641,0.8426417529,,Packomania Equal (311),311,19.33030278,42630959,1.57E-20,0,0s:42ms,,0.1189163747,0.62%
312,0.0519891758,0.1096805532,19.2347731,0.843296813,,Packomania Equal (312),312,19.33030278,44958972,1.57E-20,0,0s:44ms,,0.0955296845,0.50%
313,0.05192306412,0.1095334401,19.25926401,0.8438494359,,Packomania Equal (313),313,19.33030278,44510405,2.22E-20,0,0s:44ms,,0.0710387712,0.37%
314,0.05184548339,0.109360832,19.28808325,0.8440176024,,Packomania Equal (314),314,19.69442381,43949857,2.22E-20,0,0s:43ms,,0.4063405523,2.11%
315,0.05180729576,0.1092758793,19.30230068,0.8454587066,,Packomania Equal (315),315,19.69442381,43409352,1.59E-20,0,0s:43ms,,0.3921231302,2.03%
316,0.05171960063,0.1090808176,19.33502943,0.8452738002,,Packomania Equal (316),316,19.73026045,43969135,1.59E-20,0,0s:43ms,,0.3952310252,2.04%
317,0.0516123399,0.1088422848,19.37521147,0.8444352606,,Packomania Equal (317),317,19.7348093,44958335,2.22E-20,0,0s:44ms,,0.3595978315,1.86%
318,0.05152778798,0.1086542913,19.40700424,0.8443259132,,Packomania Equal (318),318,19.7348093,43626988,2.22E-20,0,0s:43ms,,0.3278050597,1.69%
