N,radius,distance,ratio,density,,id,circlecount,size (radius),time (ns),overlap (square units),nancount,Time,,Difference,Increase
2491,0.01881613663,0.03835394635,53.1458726,0.8819310708,,Packomania Equal (2491),2491,53.43090692,1149694230,1.36E-18,0,1s:149ms,,0.2850343117,0.54%
2492,0.01880672189,0.03833438796,53.17247767,0.8814024287,,Packomania Equal (2492),2492,53.43090692,1152217587,1.36E-18,0,1s:152ms,,0.2584292433,0.49%
2493,0.01880368384,0.03832807671,53.18106859,0.8814712651,,Packomania Equal (2493),2493,53.43090692,1142097748,1.19E-18,0,1s:142ms,,0.2498383232,0.47%
2494,0.01879630216,0.03831274221,53.20195384,0.8811326318,,Packomania Equal (2494),2494,53.43090692,1104077875,1.20E-18,0,1s:104ms,,0.2289530806,0.43%
2495,0.01879106144,0.0383018554,53.21679156,0.8809944554,,Packomania Equal (2495),2495,53.49150594,1179724018,1.20E-18,0,1s:179ms,,0.2747143809,0.52%
2496,0.01879005442,0.03829976347,53.21964364,0.8812530979,,Packomania Equal (2496),2496,53.50385661,1127518540,1.36E-18,0,1s:127ms,,0.2842129693,0.53%
2497,0.01878774427,0.03829496454,53.22618754,0.8813893989,,Packomania Equal (2497),2497,53.50385661,1157544742,1.20E-18,0,1s:157ms,,0.2776690660,0.52%
2498,0.01878741334,0.0382942771,53.22712508,0.8817113166,,Packomania Equal (2498),2498,53.50385661,1166118400,1.37E-18,0,1s:166ms,,0.2767315286,0.52%
2499,0.01878678154,0.03829296464,53.22891513,0.8820049582,,Packomania Equal (2499),2499,53.54215641,1192786153,1.37E-18,0,1s:192ms,,0.3132412874,0.59%
2500,0.01878575803,0.03829083849,53.2318152,0.8822617622,,Packomania Equal (2500),2500,53.54215641,1145644872,1.20E-18,0,1s:145ms,,0.3103412139,0.58%
2501,0.01878563327,0.03829057933,53.23216872,0.8826029437,,Packomania Equal (2501),2501,53.59751623,1181982646,1.20E-18,0,1s:181ms,,0.3653475091,0.69%
2502,0.01878487326,0.03828900054,53.23432243,0.8828844014,,Packomania Equal (2502),2502,53.59751623,1180021767,1.37E-18,0,1s:180ms,,0.3631937997,0.68%
2503,0.01878475738,0.03828875983,53.23465081,0.8832263763,,Packomania Equal (2503),2503,53.59751623,1206772835,1.37E-18,0,1s:206ms,,0.3628654200,0.68%
2504,0.01877098358,0.03826014777,53.27371342,0.8822839608,,Packomania Equal (2504),2504,53.60657577,1189252111,1.37E-18,0,1s:189ms,,0.3328623407,0.62%
2505,0.01876676441,0.03825138353,53.28569049,0.8822395735,,Packomania Equal (2505),2505,53.60657577,1164128659,1.20E-18,0,1s:164ms,,0.3208852746,0.60%
2506,0.01875197854,0.03822067027,53.32770607,0.8812015683,,Packomania Equal (2506),2506,53.60657577,1183685394,1.20E-18,0,1s:183ms,,0.2788696911,0.52%
2507,0.01875021843,0.03821701423,53.33271202,0.8813877232,,Packomania Equal (2507),2507,53.62579601,1139435891,1.37E-18,0,1s:139ms,,0.2930839983,0.55%
2508,0.01874901881,0.03821452242,53.33612442,0.8816264715,,Packomania Equal (2508),2508,53.62668021,1143822131,1.20E-18,0,1s:143ms,,0.2905557924,0.54%
2509,0.0187422034,0.03820036584,53.35551954,0.8813369028,,Packomania Equal (2509),2509,53.62668021,1175001433,1.20E-18,0,1s:175ms,,0.2711606718,0.51%
2510,0.0187401479,0.03819609629,53.36137182,0.8814947897,,Packomania Equal (2510),2510,53.65284684,1165926931,1.37E-18,0,1s:165ms,,0.2914750205,0.55%
2511,0.01873479657,0.03818498099,53.37661374,0.8813424249,,Packomania Equal (2511),2511,53.66107945,1191827314,1.20E-18,0,1s:191ms,,0.2844657112,0.53%
2512,0.01872439452,0.03816337514,53.40626629,0.8807146111,,Packomania Equal (2512),2512,53.66107945,1164363318,1.37E-18,0,1s:164ms,,0.2548131659,0.48%
2513,0.01872499484,0.03816462202,53.40455411,0.8811217097,,Packomania Equal (2513),2513,53.67221571,1175770488,1.37E-18,0,1s:175ms,,0.2676615988,0.50%
2514,0.0187219618,0.03815832225,53.41320588,0.8811868,,Packomania Equal (2514),2514,53.68019119,1184220011,1.20E-18,0,1s:184ms,,0.2669853144,0.50%
2515,0.0187246614,0.03816392946,53.4055051,0.8817915558,,Packomania Equal (2515),2515,53.69434285,1181510764,1.20E-18,0,1s:181ms,,0.2888377474,0.54%
2516,0.01872001663,0.03815428206,53.41875595,0.8817045812,,Packomania Equal (2516),2516,53.69434285,1175406323,1.37E-18,0,1s:175ms,,0.2755868915,0.52%
2517,0.01871673727,0.03814747073,53.42811546,0.8817460116,,Packomania Equal (2517),2517,53.69434285,1181876858,1.21E-18,0,1s:181ms,,0.2662273853,0.50%
2518,0.01871298374,0.03813967459,53.43883231,0.8817425647,,Packomania Equal (2518),2518,53.69434285,1184468287,1.21E-18,0,1s:184ms,,0.2555105368,0.48%
2519,0.01871027173,0.03813404175,53.44657813,0.8818370818,,Packomania Equal (2519),2519,53.69434285,1187387801,1.38E-18,0,1s:187ms,,0.2477647127,0.46%
2520,0.01870519596,0.03812349944,53.46108121,0.8817085764,,Packomania Equal (2520),2520,53.70195736,1186067023,1.38E-18,0,1s:186ms,,0.2408761541,0.45%
2521,0.01870512313,0.03812334819,53.46128934,0.8820515929,,Packomania Equal (2521),2521,53.70195736,1183036572,1.21E-18,0,1s:183ms,,0.2406680226,0.45%
2522,0.01870069344,0.03811414787,53.47395289,0.8819835883,,Packomania Equal (2522),2522,53.73620875,1170610518,1.21E-18,0,1s:170ms,,0.2622558598,0.49%
2523,0.01869980777,0.03811230837,53.47648556,0.8822497308,,Packomania Equal (2523),2523,53.74591432,1180172056,1.38E-18,0,1s:180ms,,0.2694287614,0.50%
2524,0.01869585529,0.0381040993,53.48779099,0.8822263525,,Packomania Equal (2524),2524,53.75906799,1158575505,1.38E-18,0,1s:158ms,,0.2712770017,0.51%
2525,0.0186954969,0.03810335495,53.48881634,0.8825420507,,Packomania Equal (2525),2525,53.75906799,1140882606,1.22E-18,0,1s:140ms,,0.2702516449,0.51%
2526,0.01869135455,0.0380947516,53.50067046,0.882500372,,Packomania Equal (2526),2526,53.75906799,1195932175,1.22E-18,0,1s:195ms,,0.2583975282,0.48%
2527,0.01869467258,0.0381016429,53.49117487,0.8831632082,,Packomania Equal (2527),2527,53.75906799,1182651954,1.38E-18,0,1s:182ms,,0.2678931228,0.50%
2528,0.01868170757,0.03807471584,53.52829748,0.8822876676,,Packomania Equal (2528),2528,53.78479999,1198236670,1.38E-18,0,1s:198ms,,0.2565025176,0.48%
2529,0.01865912878,0.03802782362,53.59307027,0.8805044466,,Packomania Equal (2529),2529,53.80149036,1200329590,1.22E-18,0,1s:200ms,,0.2084200865,0.39%
2530,0.01865979906,0.03802921565,53.59114515,0.8809158957,,Packomania Equal (2530),2530,53.80149036,1183439021,1.22E-18,0,1s:183ms,,0.2103452136,0.39%
2531,0.01864569345,0.03799992179,53.63168727,0.8799322288,,Packomania Equal (2531),2531,53.80149036,1162203214,1.38E-18,0,1s:162ms,,0.1698030875,0.32%
2532,0.01864329293,0.03799493659,53.63859291,0.8800532441,,Packomania Equal (2532),2532,53.83308968,1177443676,1.22E-18,0,1s:177ms,,0.1944967701,0.36%
2533,0.01863626591,0.03798034361,53.65881795,0.8797372615,,Packomania Equal (2533),2533,53.83308968,1173571630,1.38E-18,0,1s:173ms,,0.1742717294,0.32%
2534,0.01863166846,0.0379707962,53.67205853,0.8796504022,,Packomania Equal (2534),2534,53.83308968,1186199527,1.38E-18,0,1s:186ms,,0.1610311485,0.30%
2535,0.01863068144,0.0379687465,53.67490197,0.8799043075,,Packomania Equal (2535),2535,53.85088558,1166371194,1.22E-18,0,1s:166ms,,0.1759836091,0.33%
2536,0.01863247924,0.03797247993,53.66972301,0.8804213011,,Packomania Equal (2536),2536,53.85088558,1181639316,1.23E-18,0,1s:181ms,,0.1811625721,0.34%
2537,0.0186244972,0.03795590403,53.69272466,0.880014,,Packomania Equal (2537),2537,53.86301003,1161938495,1.24E-18,0,1s:161ms,,0.1702853747,0.32%
2538,0.01862085783,0.03794834642,53.70321868,0.8800168468,,Packomania Equal (2538),2538,53.87401751,1206411893,1.24E-18,0,1s:206ms,,0.1707988238,0.32%
2539,0.01861748022,0.03794133245,53.71296159,0.8800442367,,Packomania Equal (2539),2539,53.87401751,1186792832,1.39E-18,0,1s:186ms,,0.1610559199,0.30%
2540,0.01861588033,0.03793801012,53.7175778,0.8802395412,,Packomania Equal (2540),2540,53.8844395,1191257345,1.39E-18,0,1s:191ms,,0.1668616997,0.31%
2541,0.01861413927,0.03793439464,53.72260224,0.8804213853,,Packomania Equal (2541),2541,53.8844395,1160048135,1.24E-18,0,1s:160ms,,0.1618372620,0.30%
2542,0.01861583906,0.03793792443,53.71769688,0.8809287377,,Packomania Equal (2542),2542,53.91726755,1190378866,1.39E-18,0,1s:190ms,,0.1995706740,0.37%
2543,0.0186075364,0.0379206833,53.74166565,0.8804893652,,Packomania Equal (2543),2543,53.91726755,1152625907,1.39E-18,0,1s:152ms,,0.1756018981,0.33%
2544,0.01860662272,0.03791878599,53.74430464,0.880749105,,Packomania Equal (2544),2544,53.91726755,1201196521,1.24E-18,0,1s:201ms,,0.1729629113,0.32%
2545,0.01860660167,0.03791874227,53.74436545,0.8810933174,,Packomania Equal (2545),2545,53.94283844,1172290777,1.39E-18,0,1s:172ms,,0.1984729858,0.37%
2546,0.01859885357,0.03790265303,53.76675483,0.8807055836,,Packomania Equal (2546),2546,53.9592567,1218241994,1.24E-18,0,1s:218ms,,0.1925018730,0.36%
2547,0.01859471804,0.03789406555,53.77871273,0.8806597341,,Packomania Equal (2547),2547,53.9592567,1188893830,1.24E-18,0,1s:188ms,,0.1805439667,0.34%
2548,0.01858881899,0.03788181621,53.79577908,0.8804466002,,Packomania Equal (2548),2548,53.97685175,1169610747,1.39E-18,0,1s:169ms,,0.1810726687,0.34%
2549,0.01859054512,0.03788540049,53.79078415,0.8809557299,,Packomania Equal (2549),2549,53.97685175,1201120786,1.24E-18,0,1s:201ms,,0.1860675948,0.35%
2550,0.01858647646,0.037876952,53.80255919,0.8809156235,,Packomania Equal (2550),2550,53.97892307,1189811592,1.24E-18,0,1s:189ms,,0.1763638795,0.33%
2551,0.01858409834,0.03787201391,53.80944406,0.8810355821,,Packomania Equal (2551),2551,53.97892307,1187897225,1.25E-18,0,1s:187ms,,0.1694790158,0.31%
2552,0.01857538727,0.03785392587,53.83467842,0.8805548709,,Packomania Equal (2552),2552,54.00170917,1199532710,1.39E-18,0,1s:199ms,,0.1670307467,0.31%
2553,0.01856749772,0.03783754395,53.8575534,0.8801517835,,Packomania Equal (2553),2553,54.00170917,1200888381,1.25E-18,0,1s:200ms,,0.1441557647,0.27%
2554,0.01856576624,0.03783394872,53.86257627,0.8803323245,,Packomania Equal (2554),2554,54.00170917,1214128173,1.25E-18,0,1s:214ms,,0.1391328944,0.26%
2555,0.01856372195,0.037829704,53.86850777,0.8804830788,,Packomania Equal (2555),2555,54.00170917,1174767200,1.40E-18,0,1s:174ms,,0.1332013923,0.25%
2556,0.01856030249,0.03782260394,53.87843225,0.8805032212,,Packomania Equal (2556),2556,54.03325885,1202423083,1.40E-18,0,1s:202ms,,0.1548265945,0.29%
2557,0.01855824295,0.03781832762,53.8844115,0.8806522315,,Packomania Equal (2557),2557,54.04665147,1213361191,1.26E-18,0,1s:213ms,,0.1622399743,0.30%
2558,0.01855346287,0.03780840253,53.89829419,0.8805428582,,Packomania Equal (2558),2558,54.11697918,1217402802,1.41E-18,0,1s:217ms,,0.2186849855,0.41%
2559,0.01855461151,0.0378107875,53.89495755,0.880996164,,Packomania Equal (2559),2559,54.14703327,1218237569,1.41E-18,0,1s:218ms,,0.2520757150,0.47%
2560,0.01854484244,0.03779050382,53.92334841,0.8804126235,,Packomania Equal (2560),2560,54.15020693,1215361672,1.26E-18,0,1s:215ms,,0.2268585167,0.42%
2561,0.01854478742,0.03779038957,53.9235084,0.8807513084,,Packomania Equal (2561),2561,54.15020693,1236137813,1.41E-18,0,1s:236ms,,0.2266985267,0.42%
2562,0.01854314654,0.03778698264,53.92828006,0.8809393028,,Packomania Equal (2562),2562,54.1805029,1188159328,1.41E-18,0,1s:188ms,,0.2522228368,0.47%
2563,0.01854061347,0.03778172327,53.9356479,0.8810423937,,Packomania Equal (2563),2563,54.18926179,1210808951,1.26E-18,0,1s:210ms,,0.2536138895,0.47%
2564,0.01853250313,0.0377648841,53.95925164,0.8806152158,,Packomania Equal (2564),2564,54.18926179,1197342094,1.26E-18,0,1s:197ms,,0.2300101459,0.43%
2565,0.0185260692,0.03775152579,53.97799118,0.8803470909,,Packomania Equal (2565),2565,54.18926179,1214082668,1.41E-18,0,1s:214ms,,0.2112706096,0.39%
2566,0.01852158106,0.03774220747,53.99107112,0.8802636437,,Packomania Equal (2566),2566,54.19133021,1189046238,1.41E-18,0,1s:189ms,,0.2002590963,0.37%
2567,0.01851074035,0.03771970028,54.02269066,0.8795761541,,Packomania Equal (2567),2567,54.19726241,1172524435,1.26E-18,0,1s:172ms,,0.1745717524,0.32%
2568,0.01850199328,0.03770154019,54.04823065,0.8790874033,,Packomania Equal (2568),2568,54.19894115,1228875248,1.26E-18,0,1s:228ms,,0.1507105030,0.28%
2569,0.01849940101,0.03769615838,54.05580425,0.8791833154,,Packomania Equal (2569),2569,54.20584926,1245607481,1.41E-18,0,1s:245ms,,0.1500450013,0.28%
2570,0.01849478636,0.03768657793,54.06929178,0.8790868048,,Packomania Equal (2570),2570,54.20584926,1172421127,1.41E-18,0,1s:172ms,,0.1365574792,0.25%
2571,0.01848340734,0.03766295441,54.10257869,0.8783470479,,Packomania Equal (2571),2571,54.22292357,1191021337,1.41E-18,0,1s:191ms,,0.1203448872,0.22%
2572,0.01847871938,0.03765322209,54.11630424,0.878243016,,Packomania Equal (2572),2572,54.22292357,1207540627,1.27E-18,0,1s:207ms,,0.1066193354,0.20%
2573,0.01847765286,0.03765100798,54.1194278,0.8784830649,,Packomania Equal (2573),2573,54.25610579,1242943574,1.41E-18,0,1s:242ms,,0.1366779901,0.25%
2574,0.01847009068,0.03763530893,54.14158583,0.8781052989,,Packomania Equal (2574),2574,54.2800855,1239243511,1.27E-18,0,1s:239ms,,0.1384996659,0.26%
2575,0.01847767145,0.03765104658,54.11937335,0.8791676816,,Packomania Equal (2575),2575,54.2800855,1187616958,1.27E-18,0,1s:187ms,,0.1607121537,0.30%
2576,0.01846348194,0.03762158942,54.16096505,0.878158826,,Packomania Equal (2576),2576,54.2800855,1239634961,1.42E-18,0,1s:239ms,,0.1191204546,0.22%
2577,0.0184534253,0.03760071254,54.19048137,0.8775429891,,Packomania Equal (2577),2577,54.28603407,1217769929,1.27E-18,0,1s:217ms,,0.0955526952,0.18%
2578,0.01845245083,0.03759868962,54.19334317,0.8777908031,,Packomania Equal (2578),2578,54.29606311,1195167130,1.42E-18,0,1s:195ms,,0.1027199396,0.19%
2579,0.01845332234,0.03760049881,54.19078373,0.8782142469,,Packomania Equal (2579),2579,54.29606311,1233549953,1.28E-18,0,1s:233ms,,0.1052793874,0.19%
2580,0.01844735773,0.03758811691,54.2083053,0.877986919,,Packomania Equal (2580),2580,54.29606311,1224372041,1.43E-18,0,1s:224ms,,0.0877578133,0.16%
2581,0.01844582937,0.0375849442,54.21279684,0.8781816908,,Packomania Equal (2581),2581,54.29606311,1199368054,1.43E-18,0,1s:199ms,,0.0832662712,0.15%
2582,0.01844726414,0.03758792261,54.20858034,0.8786586127,,Packomania Equal (2582),2582,54.36415854,1215355066,1.28E-18,0,1s:215ms,,0.1555781985,0.29%
2583,0.01844388652,0.03758091109,54.21850754,0.8786770613,,Packomania Equal (2583),2583,54.36415854,1199321579,1.43E-18,0,1s:199ms,,0.1456510057,0.27%
2584,0.01844169139,0.0375763543,54.22496121,0.8788080153,,Packomania Equal (2584),2584,54.36545176,1207564404,1.43E-18,0,1s:207ms,,0.1404905518,0.26%
2585,0.01843760223,0.03756786583,54.23698741,0.87875828,,Packomania Equal (2585),2585,54.36545176,1201333911,1.43E-18,0,1s:201ms,,0.1284643551,0.24%
2586,0.01843619865,0.03756495221,54.24111658,0.8789643854,,Packomania Equal (2586),2586,54.36545176,1220430609,1.28E-18,0,1s:220ms,,0.1243351831,0.23%
2587,0.01843479728,0.0375620432,54.24523986,0.8791706088,,Packomania Equal (2587),2587,54.40777628,1234248624,1.28E-18,0,1s:234ms,,0.1625364236,0.30%
2588,0.01842972714,0.03755151852,54.26016307,0.8790267322,,Packomania Equal (2588),2588,54.40777628,1234926714,1.43E-18,0,1s:234ms,,0.1476132099,0.27%
2589,0.01842080218,0.03753299218,54.28645236,0.8785148921,,Packomania Equal (2589),2589,54.41375354,1218124067,1.43E-18,0,1s:218ms,,0.1273011759,0.23%
2590,0.01840736116,0.03750509209,54.32609224,0.8775721468,,Packomania Equal (2590),2590,54.4443618,1234848107,1.43E-18,0,1s:234ms,,0.1182695626,0.22%
2591,0.01840746464,0.03750530689,54.32578682,0.877920849,,Packomania Equal (2591),2591,54.44999908,1212308241,1.43E-18,0,1s:212ms,,0.1242122631,0.23%
2592,0.01839654698,0.03748264521,54.35802713,0.8772181829,,Packomania Equal (2592),2592,54.44999908,1249028131,1.44E-18,0,1s:249ms,,0.0919719540,0.17%
2593,0.01838563549,0.03745999684,54.39028748,0.8765159195,,Packomania Equal (2593),2593,54.44999908,1243666887,1.28E-18,0,1s:243ms,,0.0597116052,0.11%
2594,0.01839549904,0.03748047004,54.36112375,0.8777950349,,Packomania Equal (2594),2594,54.48686962,1232463392,1.44E-18,0,1s:232ms,,0.1257458688,0.23%
2595,0.01837583928,0.0374396638,54.41928311,0.8762574624,,Packomania Equal (2595),2595,54.48686962,1233267885,1.44E-18,0,1s:233ms,,0.0675865083,0.12%
2596,0.01838618429,0.03746113592,54.38866403,0.8775824018,,Packomania Equal (2596),2596,54.50010127,1229064621,1.44E-18,0,1s:229ms,,0.1114372404,0.20%
2597,0.01838301358,0.03745455475,54.398045,0.877617684,,Packomania Equal (2597),2597,54.50689554,1195844425,1.44E-18,0,1s:195ms,,0.1088505370,0.20%
2598,0.0183777885,0.03744370957,54.41351119,0.8774565998,,Packomania Equal (2598),2598,54.50689554,1204656212,1.44E-18,0,1s:204ms,,0.0933843468,0.17%
2599,0.01837361692,0.03743505113,54.42586532,0.8773958869,,Packomania Equal (2599),2599,54.54571448,1211583391,1.44E-18,0,1s:211ms,,0.1198491538,0.22%
2600,0.01834612751,0.03737799651,54.50741578,0.8751090258,,Packomania Equal (2600),2600,54.56114323,1216683165,1.45E-18,0,1s:216ms,,0.0537274552,0.10%
2611,0.01834164347,0.03736869014,54.52074137,0.8783818764,,Packomania Equal (2611),2611,54.63369078,1232096156,1.46E-18,0,1s:232ms,,0.1129494135,0.21%
2623,0.01830898919,0.03730092052,54.61797972,0.87927966,,Packomania Equal (2623),2623,54.77377183,1252772802,1.33E-18,0,1s:252ms,,0.1557921177,0.29%
2635,0.01828200559,0.03724492308,54.69859392,0.8807006045,,Packomania Equal (2635),2635,54.86093204,1260908724,1.48E-18,0,1s:260ms,,0.1623381138,0.30%
2647,0.0182535575,0.03718588979,54.78384144,0.8819601811,,Packomania Equal (2647),2647,54.97787103,1297284710,1.52E-18,0,1s:297ms,,0.1940295966,0.35%
2653,0.01825018147,0.03717888433,54.7939757,0.8836323853,,Packomania Equal (2653),2653,55.06478747,1245904613,1.53E-18,0,1s:245ms,,0.2708117719,0.49%
2665,0.01819829724,0.03707122769,54.950196,0.8825894294,,Packomania Equal (2665),2665,55.19686634,1261594054,1.39E-18,0,1s:261ms,,0.2466703416,0.45%
2677,0.0181712956,0.03701520544,55.03184924,0.8839346486,,Packomania Equal (2677),2677,55.34151268,1292022967,1.56E-18,0,1s:292ms,,0.3096634357,0.56%
2689,0.01813448643,0.03693883975,55.14355224,0.8843034595,,Packomania Equal (2689),2689,55.52610395,1296961974,1.41E-18,0,1s:296ms,,0.3825517053,0.69%
2713,0.01804510553,0.0367534306,55.41668894,0.8834228866,,Packomania Equal (2713),2713,55.69336968,1313972423,1.59E-18,0,1s:313ms,,0.2766807443,0.50%
2725,0.01797129795,0.03660035172,55.64428362,0.8800865734,,Packomania Equal (2725),2725,55.81115403,1348290256,1.61E-18,0,1s:348ms,,0.1668704075,0.30%
2737,0.0179427737,0.03654119785,55.73274326,0.8811583416,,Packomania Equal (2737),2737,55.95112404,1334454705,1.48E-18,0,1s:334ms,,0.2183807830,0.39%
2749,0.01788793856,0.03642748983,55.90359092,0.8796204734,,Packomania Equal (2749),2749,56.09555956,1357379823,1.49E-18,0,1s:357ms,,0.1919686312,0.34%
2773,0.01779126719,0.03622705968,56.20735102,0.8777354389,,Packomania Equal (2773),2773,56.22730284,1391766996,1.51E-18,0,1s:391ms,,0.0199518243,0.04%
2779,0.01778497772,0.036214021,56.22722815,0.879012797,,Packomania Equal (2779),2779,56.30970379,1401152695,1.65E-18,0,1s:401ms,,0.0824756371,0.15%
2791,0.01776494528,0.03617249292,56.29063215,0.8808208468,,Packomania Equal (2791),2791,56.48157151,1341279666,1.52E-18,0,1s:341ms,,0.1909393566,0.34%
2803,0.01772122746,0.03608186994,56.42949973,0.8802594531,,Packomania Equal (2803),2803,56.57448515,1404873016,1.68E-18,0,1s:404ms,,0.1449854273,0.26%
2815,0.01770528883,0.03604883266,56.48029859,0.8824384663,,Packomania Equal (2815),2815,56.73129745,1381709515,1.56E-18,0,1s:381ms,,0.2509988575,0.44%
2839,0.01764709672,0.03592822226,56.66654497,0.8841214446,,Packomania Equal (2839),2839,56.92784233,1434262804,1.71E-18,0,1s:434ms,,0.2612973643,0.46%
2857,0.01758113891,0.03579153374,56.87913652,0.8830885441,,Packomania Equal (2857),2857,57.10637671,1456803226,1.74E-18,0,1s:456ms,,0.2272401886,0.40%
2869,0.01754862679,0.0357241636,56.98451575,0.8835208935,,Packomania Equal (2869),2869,57.15494377,1458384152,1.63E-18,0,1s:458ms,,0.1704280141,0.30%
2893,0.0174773969,0.0355765798,57.21675864,0.8836940508,,Packomania Equal (2893),2893,57.37928925,1465341255,1.78E-18,0,1s:465ms,,0.1625306096,0.28%
2905,0.01742558607,0.03546924451,57.38687905,0.8821062997,,Packomania Equal (2905),2905,57.42694392,1473156392,1.79E-18,0,1s:473ms,,0.0400648704,0.07%
2917,0.0173806623,0.03537618615,57.53520681,0.88118901,,Packomania Equal (2917),2917,57.70978752,1464898114,1.80E-18,0,1s:464ms,,0.1745807039,0.30%
2929,0.01733531933,0.03528226804,57.68569825,0.8802034448,,Packomania Equal (2929),2929,57.97025072,1491432836,1.81E-18,0,1s:491ms,,0.2845524693,0.49%
